sample_index,operation_id,case_study,operation_signature,model_file,cmd_file,has_generated_contract,definition_count,has_precondition,entity_count,enum_count,use_status,use_returncode,use_duration_sec,use_run_mode,use_stdout_file,use_stderr_file
49,CoCoME_manageSupplier_querySupplier,CoCoME,querySupplier(id: Integer): Supplier,results\oclvm_sanity_check_114_strong\use_models\049_CoCoME_manageSupplier_querySupplier.use,results\oclvm_sanity_check_114_strong\use_cmds\049_CoCoME_manageSupplier_querySupplier.cmd,True,1,True,15,1,pass,0,1.293,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageSupplier_querySupplier.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageSupplier_querySupplier.stderr.txt
50,CoCoME_manageSupplier_modifySupplier,CoCoME,"modifySupplier(id: Integer, name: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\050_CoCoME_manageSupplier_modifySupplier.use,results\oclvm_sanity_check_114_strong\use_cmds\050_CoCoME_manageSupplier_modifySupplier.cmd,True,1,True,15,1,pass,0,1.2593,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageSupplier_modifySupplier.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageSupplier_modifySupplier.stderr.txt
51,CoCoME_manageSupplier_deleteSupplier,CoCoME,deleteSupplier(id: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\051_CoCoME_manageSupplier_deleteSupplier.use,results\oclvm_sanity_check_114_strong\use_cmds\051_CoCoME_manageSupplier_deleteSupplier.cmd,True,1,True,15,1,pass,0,1.2112,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageSupplier_deleteSupplier.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageSupplier_deleteSupplier.stderr.txt
52,CoCoME_manageItem_createItem,CoCoME,"createItem(barcode: Integer, name: String, price: Real, stocknumber: Integer, orderprice: Real): Boolean",results\oclvm_sanity_check_114_strong\use_models\052_CoCoME_manageItem_createItem.use,results\oclvm_sanity_check_114_strong\use_cmds\052_CoCoME_manageItem_createItem.cmd,True,1,True,15,1,pass,0,1.2513,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageItem_createItem.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageItem_createItem.stderr.txt
53,CoCoME_manageItem_queryItem,CoCoME,queryItem(barcode: Integer): Item,results\oclvm_sanity_check_114_strong\use_models\053_CoCoME_manageItem_queryItem.use,results\oclvm_sanity_check_114_strong\use_cmds\053_CoCoME_manageItem_queryItem.cmd,True,1,True,15,1,pass,0,1.2537,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageItem_queryItem.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageItem_queryItem.stderr.txt
54,CoCoME_manageItem_modifyItem,CoCoME,"modifyItem(barcode: Integer, name: String, price: Real, stocknumber: Integer, orderprice: Real): Boolean",results\oclvm_sanity_check_114_strong\use_models\054_CoCoME_manageItem_modifyItem.use,results\oclvm_sanity_check_114_strong\use_cmds\054_CoCoME_manageItem_modifyItem.cmd,True,1,True,15,1,pass,0,1.2876,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageItem_modifyItem.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageItem_modifyItem.stderr.txt
55,CoCoME_manageItem_deleteItem,CoCoME,deleteItem(barcode: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\055_CoCoME_manageItem_deleteItem.use,results\oclvm_sanity_check_114_strong\use_cmds\055_CoCoME_manageItem_deleteItem.cmd,True,1,True,15,1,pass,0,1.2453,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageItem_deleteItem.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_manageItem_deleteItem.stderr.txt
56,CoCoME_openCashDesk_openCashDesk,CoCoME,openCashDesk(cashDeskID: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\056_CoCoME_openCashDesk_openCashDesk.use,results\oclvm_sanity_check_114_strong\use_cmds\056_CoCoME_openCashDesk_openCashDesk.cmd,True,3,True,15,1,pass,0,1.2753,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_openCashDesk_openCashDesk.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_openCashDesk_openCashDesk.stderr.txt
57,CoCoME_openStore_openStore,CoCoME,openStore(storeID: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\057_CoCoME_openStore_openStore.use,results\oclvm_sanity_check_114_strong\use_cmds\057_CoCoME_openStore_openStore.cmd,True,1,True,15,1,pass,0,1.1295,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_openStore_openStore.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_openStore_openStore.stderr.txt
58,CoCoME_orderProducts_makeNewOrder,CoCoME,makeNewOrder(orderid: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\058_CoCoME_orderProducts_makeNewOrder.use,results\oclvm_sanity_check_114_strong\use_cmds\058_CoCoME_orderProducts_makeNewOrder.cmd,True,0,True,15,1,pass,0,1.2647,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_makeNewOrder.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_makeNewOrder.stderr.txt
59,CoCoME_orderProducts_listAllOutOfStoreProducts,CoCoME,listAllOutOfStoreProducts(): Set(Item),results\oclvm_sanity_check_114_strong\use_models\059_CoCoME_orderProducts_listAllOutOfStoreProducts.use,results\oclvm_sanity_check_114_strong\use_cmds\059_CoCoME_orderProducts_listAllOutOfStoreProducts.cmd,True,1,True,15,1,pass,0,1.2443,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_listAllOutOfStoreProducts.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_listAllOutOfStoreProducts.stderr.txt
60,CoCoME_orderProducts_orderItem,CoCoME,"orderItem(barcode: Integer, quantity: Integer): Boolean",results\oclvm_sanity_check_114_strong\use_models\060_CoCoME_orderProducts_orderItem.use,results\oclvm_sanity_check_114_strong\use_cmds\060_CoCoME_orderProducts_orderItem.cmd,True,2,True,15,1,fail,1,0.3493,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_orderItem.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_orderItem.stderr.txt
61,CoCoME_orderProducts_chooseSupplier,CoCoME,chooseSupplier(supplierID: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\061_CoCoME_orderProducts_chooseSupplier.use,results\oclvm_sanity_check_114_strong\use_cmds\061_CoCoME_orderProducts_chooseSupplier.cmd,True,2,True,15,1,pass,0,1.2475,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_chooseSupplier.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_chooseSupplier.stderr.txt
62,CoCoME_orderProducts_placeOrder,CoCoME,placeOrder(): Boolean,results\oclvm_sanity_check_114_strong\use_models\062_CoCoME_orderProducts_placeOrder.use,results\oclvm_sanity_check_114_strong\use_cmds\062_CoCoME_orderProducts_placeOrder.cmd,True,1,True,15,1,pass,0,1.2431,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_placeOrder.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_orderProducts_placeOrder.stderr.txt
63,CoCoME_processSale_makeNewSale,CoCoME,makeNewSale(): Boolean,results\oclvm_sanity_check_114_strong\use_models\063_CoCoME_processSale_makeNewSale.use,results\oclvm_sanity_check_114_strong\use_cmds\063_CoCoME_processSale_makeNewSale.cmd,True,0,False,15,1,pass,0,1.2618,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_processSale_makeNewSale.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_processSale_makeNewSale.stderr.txt
64,CoCoME_processSale_enterItem,CoCoME,"enterItem(barcode: Integer, quantity: Integer): Boolean",results\oclvm_sanity_check_114_strong\use_models\064_CoCoME_processSale_enterItem.use,results\oclvm_sanity_check_114_strong\use_cmds\064_CoCoME_processSale_enterItem.cmd,True,2,True,15,1,pass,0,1.2215,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_processSale_enterItem.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_processSale_enterItem.stderr.txt
65,CoCoME_processSale_endSale,CoCoME,endSale(): Real,results\oclvm_sanity_check_114_strong\use_models\065_CoCoME_processSale_endSale.use,results\oclvm_sanity_check_114_strong\use_cmds\065_CoCoME_processSale_endSale.cmd,True,1,True,15,1,pass,0,1.2569,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_processSale_endSale.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_processSale_endSale.stderr.txt
66,CoCoME_processSale_makeCashPayment,CoCoME,makeCashPayment(amount: Real): Boolean,results\oclvm_sanity_check_114_strong\use_models\066_CoCoME_processSale_makeCashPayment.use,results\oclvm_sanity_check_114_strong\use_cmds\066_CoCoME_processSale_makeCashPayment.cmd,True,0,True,15,1,pass,0,1.2118,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_processSale_makeCashPayment.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_processSale_makeCashPayment.stderr.txt
67,CoCoME_receiveOrderedProduct_receiveOrderedProduct,CoCoME,receiveOrderedProduct(orderID: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\067_CoCoME_receiveOrderedProduct_receiveOrderedProduct.use,results\oclvm_sanity_check_114_strong\use_cmds\067_CoCoME_receiveOrderedProduct_receiveOrderedProduct.cmd,True,1,True,15,1,pass,0,1.3065,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_receiveOrderedProduct_receiveOrderedProduct.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_receiveOrderedProduct_receiveOrderedProduct.stderr.txt
68,CoCoME_showStockReports_showStockReports,CoCoME,showStockReports(): Set(Item),results\oclvm_sanity_check_114_strong\use_models\068_CoCoME_showStockReports_showStockReports.use,results\oclvm_sanity_check_114_strong\use_cmds\068_CoCoME_showStockReports_showStockReports.cmd,True,1,True,15,1,pass,0,1.2424,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_showStockReports_showStockReports.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\CoCoME_showStockReports_showStockReports.stderr.txt
69,LibraryManagementSystem_borrowBook_borrowBook,Library Management,"borrowBook(uid: String, barcode: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\069_LibraryManagementSystem_borrowBook_borrowBook.use,results\oclvm_sanity_check_114_strong\use_cmds\069_LibraryManagementSystem_borrowBook_borrowBook.cmd,True,5,True,13,6,fail,1,0.3698,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_borrowBook_borrowBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_borrowBook_borrowBook.stderr.txt
70,LibraryManagementSystem_cancelReservation_cancelReservation,Library Management,"cancelReservation(uid: String, barcode: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\070_LibraryManagementSystem_cancelReservation_cancelReservation.use,results\oclvm_sanity_check_114_strong\use_cmds\070_LibraryManagementSystem_cancelReservation_cancelReservation.cmd,True,3,True,13,6,pass,0,1.23,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_cancelReservation_cancelReservation.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_cancelReservation_cancelReservation.stderr.txt
71,LibraryManagementSystem_countDownSuspensionDay_countDownSuspensionDay,Library Management,countDownSuspensionDay(): void,results\oclvm_sanity_check_114_strong\use_models\071_LibraryManagementSystem_countDownSuspensionDay_countDownSuspensionDay.use,results\oclvm_sanity_check_114_strong\use_cmds\071_LibraryManagementSystem_countDownSuspensionDay_countDownSuspensionDay.cmd,True,2,True,13,6,pass,0,1.0826,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_countDownSuspensionDay_countDownSuspensionDay.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_countDownSuspensionDay_countDownSuspensionDay.stderr.txt
72,LibraryManagementSystem_listBookHistory_listBorrowHistory,Library Management,listBorrowHistory(uid: String): Set(Loan),results\oclvm_sanity_check_114_strong\use_models\072_LibraryManagementSystem_listBookHistory_listBorrowHistory.use,results\oclvm_sanity_check_114_strong\use_cmds\072_LibraryManagementSystem_listBookHistory_listBorrowHistory.cmd,True,2,True,13,6,pass,0,1.2906,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listBorrowHistory.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listBorrowHistory.stderr.txt
73,LibraryManagementSystem_listBookHistory_listHodingBook,Library Management,listHodingBook(uid: String): Set(Loan),results\oclvm_sanity_check_114_strong\use_models\073_LibraryManagementSystem_listBookHistory_listHodingBook.use,results\oclvm_sanity_check_114_strong\use_cmds\073_LibraryManagementSystem_listBookHistory_listHodingBook.cmd,True,2,True,13,6,pass,0,1.2276,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listHodingBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listHodingBook.stderr.txt
74,LibraryManagementSystem_listBookHistory_listOverDueBook,Library Management,listOverDueBook(uid: String): Set(BookCopy),results\oclvm_sanity_check_114_strong\use_models\074_LibraryManagementSystem_listBookHistory_listOverDueBook.use,results\oclvm_sanity_check_114_strong\use_cmds\074_LibraryManagementSystem_listBookHistory_listOverDueBook.cmd,True,4,True,13,6,fail,1,0.3575,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listOverDueBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listOverDueBook.stderr.txt
75,LibraryManagementSystem_listBookHistory_listReservationBook,Library Management,listReservationBook(uid: String): Set(BookCopy),results\oclvm_sanity_check_114_strong\use_models\075_LibraryManagementSystem_listBookHistory_listReservationBook.use,results\oclvm_sanity_check_114_strong\use_cmds\075_LibraryManagementSystem_listBookHistory_listReservationBook.cmd,True,3,True,13,6,fail,1,0.3718,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listReservationBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listReservationBook.stderr.txt
76,LibraryManagementSystem_listBookHistory_listRecommendBook,Library Management,listRecommendBook(uid: String): Set(RecommendBook),results\oclvm_sanity_check_114_strong\use_models\076_LibraryManagementSystem_listBookHistory_listRecommendBook.use,results\oclvm_sanity_check_114_strong\use_cmds\076_LibraryManagementSystem_listBookHistory_listRecommendBook.cmd,True,2,True,13,6,pass,0,1.2226,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listRecommendBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listBookHistory_listRecommendBook.stderr.txt
77,LibraryManagementSystem_listRecommendBook_listRecommendBook,Library Management,listRecommendBook(uid: String): Set(RecommendBook),results\oclvm_sanity_check_114_strong\use_models\077_LibraryManagementSystem_listRecommendBook_listRecommendBook.use,results\oclvm_sanity_check_114_strong\use_cmds\077_LibraryManagementSystem_listRecommendBook_listRecommendBook.cmd,True,2,True,13,6,pass,0,1.2623,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listRecommendBook_listRecommendBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_listRecommendBook_listRecommendBook.stderr.txt
78,LibraryManagementSystem_makeReservation_makeReservation,Library Management,"makeReservation(uid: String, barcode: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\078_LibraryManagementSystem_makeReservation_makeReservation.use,results\oclvm_sanity_check_114_strong\use_cmds\078_LibraryManagementSystem_makeReservation_makeReservation.cmd,True,2,True,13,6,pass,0,1.2245,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_makeReservation_makeReservation.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_makeReservation_makeReservation.stderr.txt
79,LibraryManagementSystem_manageBook_createBook,Library Management,"createBook(callno: String, title: String, edition: String, author: String, publisher: String, description: String, isbn: String, copynum: Integer): Boolean",results\oclvm_sanity_check_114_strong\use_models\079_LibraryManagementSystem_manageBook_createBook.use,results\oclvm_sanity_check_114_strong\use_cmds\079_LibraryManagementSystem_manageBook_createBook.cmd,True,1,True,13,6,pass,0,1.2573,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageBook_createBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageBook_createBook.stderr.txt
80,LibraryManagementSystem_manageBookCopy_addBookCopy,Library Management,"addBookCopy(callNo: String, barcode: String, location: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\080_LibraryManagementSystem_manageBookCopy_addBookCopy.use,results\oclvm_sanity_check_114_strong\use_cmds\080_LibraryManagementSystem_manageBookCopy_addBookCopy.cmd,True,2,True,13,6,pass,0,1.1529,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageBookCopy_addBookCopy.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageBookCopy_addBookCopy.stderr.txt
81,LibraryManagementSystem_manageLibrarian_createLibrarian,Library Management,"createLibrarian(librarianid: String, name: String, password: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\081_LibraryManagementSystem_manageLibrarian_createLibrarian.use,results\oclvm_sanity_check_114_strong\use_cmds\081_LibraryManagementSystem_manageLibrarian_createLibrarian.cmd,True,1,True,13,6,pass,0,1.2622,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageLibrarian_createLibrarian.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageLibrarian_createLibrarian.stderr.txt
82,LibraryManagementSystem_manageSubject_createSubject,Library Management,createSubject(name: String): Boolean,results\oclvm_sanity_check_114_strong\use_models\082_LibraryManagementSystem_manageSubject_createSubject.use,results\oclvm_sanity_check_114_strong\use_cmds\082_LibraryManagementSystem_manageSubject_createSubject.cmd,True,1,True,13,6,pass,0,1.1407,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageSubject_createSubject.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageSubject_createSubject.stderr.txt
83,LibraryManagementSystem_manageUser_createUser,Library Management,"createUser(userid: String, name: String, sex: Sex [M|F], password: String, email: String, faculty: String, loanednumber: Integer, borrowstatus: BorrowStatus [NORMAL|SUSPEND], suspensiondays: Integer, overduefee: Real): Boolean",results\oclvm_sanity_check_114_strong\use_models\083_LibraryManagementSystem_manageUser_createUser.use,results\oclvm_sanity_check_114_strong\use_cmds\083_LibraryManagementSystem_manageUser_createUser.cmd,True,1,True,13,6,pass,0,1.2403,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageUser_createUser.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_manageUser_createUser.stderr.txt
84,LibraryManagementSystem_payOverDueFee_payOverDueFee,Library Management,"payOverDueFee(uid: String, fee: Real): Boolean",results\oclvm_sanity_check_114_strong\use_models\084_LibraryManagementSystem_payOverDueFee_payOverDueFee.use,results\oclvm_sanity_check_114_strong\use_cmds\084_LibraryManagementSystem_payOverDueFee_payOverDueFee.cmd,True,1,True,13,6,pass,0,1.2411,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_payOverDueFee_payOverDueFee.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_payOverDueFee_payOverDueFee.stderr.txt
85,LibraryManagementSystem_recommendBook_recommendBook,Library Management,"recommendBook(uid: String, callNo: String, title: String, edition: String, author: String, publisher: String, description: String, isbn: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\085_LibraryManagementSystem_recommendBook_recommendBook.use,results\oclvm_sanity_check_114_strong\use_cmds\085_LibraryManagementSystem_recommendBook_recommendBook.cmd,True,2,True,13,6,pass,0,1.1466,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_recommendBook_recommendBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_recommendBook_recommendBook.stderr.txt
86,LibraryManagementSystem_renewBook_renewBook,Library Management,"renewBook(uid: String, barcode: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\086_LibraryManagementSystem_renewBook_renewBook.use,results\oclvm_sanity_check_114_strong\use_cmds\086_LibraryManagementSystem_renewBook_renewBook.cmd,True,4,True,13,6,pass,0,1.2496,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_renewBook_renewBook.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_renewBook_renewBook.stderr.txt
87,LibraryManagementSystem_searchBook_searchBookByBarCode,Library Management,searchBookByBarCode(barcode: String): Set(Book),results\oclvm_sanity_check_114_strong\use_models\087_LibraryManagementSystem_searchBook_searchBookByBarCode.use,results\oclvm_sanity_check_114_strong\use_cmds\087_LibraryManagementSystem_searchBook_searchBookByBarCode.cmd,True,3,True,13,6,pass,0,1.1358,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookByBarCode.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookByBarCode.stderr.txt
88,LibraryManagementSystem_searchBook_searchBookByTitle,Library Management,searchBookByTitle(title: String): Set(Book),results\oclvm_sanity_check_114_strong\use_models\088_LibraryManagementSystem_searchBook_searchBookByTitle.use,results\oclvm_sanity_check_114_strong\use_cmds\088_LibraryManagementSystem_searchBook_searchBookByTitle.cmd,True,1,True,13,6,pass,0,1.2738,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookByTitle.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookByTitle.stderr.txt
89,LibraryManagementSystem_searchBook_searchBookByAuthor,Library Management,searchBookByAuthor(authorname: String): Set(Book),results\oclvm_sanity_check_114_strong\use_models\089_LibraryManagementSystem_searchBook_searchBookByAuthor.use,results\oclvm_sanity_check_114_strong\use_cmds\089_LibraryManagementSystem_searchBook_searchBookByAuthor.cmd,True,1,True,13,6,pass,0,1.2297,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookByAuthor.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookByAuthor.stderr.txt
90,LibraryManagementSystem_searchBook_searchBookByISBN,Library Management,searchBookByISBN(iSBNnumber: String): Set(Book),results\oclvm_sanity_check_114_strong\use_models\090_LibraryManagementSystem_searchBook_searchBookByISBN.use,results\oclvm_sanity_check_114_strong\use_cmds\090_LibraryManagementSystem_searchBook_searchBookByISBN.cmd,True,1,True,13,6,pass,0,1.2706,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookByISBN.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookByISBN.stderr.txt
91,LibraryManagementSystem_searchBook_searchBookBySubject,Library Management,searchBookBySubject(subject: String): Set(Book),results\oclvm_sanity_check_114_strong\use_models\091_LibraryManagementSystem_searchBook_searchBookBySubject.use,results\oclvm_sanity_check_114_strong\use_cmds\091_LibraryManagementSystem_searchBook_searchBookBySubject.cmd,True,1,True,13,6,pass,0,1.221,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookBySubject.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_searchBook_searchBookBySubject.stderr.txt
92,LibraryManagementSystem_sendNotificationEmail_sendNotificationEmail,Library Management,sendNotificationEmail(email: String): Boolean,results\oclvm_sanity_check_114_strong\use_models\092_LibraryManagementSystem_sendNotificationEmail_sendNotificationEmail.use,results\oclvm_sanity_check_114_strong\use_cmds\092_LibraryManagementSystem_sendNotificationEmail_sendNotificationEmail.cmd,True,1,True,13,6,pass,0,1.2604,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_sendNotificationEmail_sendNotificationEmail.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LibraryManagementSystem_sendNotificationEmail_sendNotificationEmail.stderr.txt
93,LoanProcessingSystem_closeOutLoan_closeOutLoan,Loan Processing,closeOutLoan(loanid: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\093_LoanProcessingSystem_closeOutLoan_closeOutLoan.use,results\oclvm_sanity_check_114_strong\use_cmds\093_LoanProcessingSystem_closeOutLoan_closeOutLoan.cmd,True,2,True,10,4,pass,0,1.2313,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_closeOutLoan_closeOutLoan.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_closeOutLoan_closeOutLoan.stderr.txt
94,LoanProcessingSystem_enterValidatedCreditReferences_listSubmitedLoanRequest,Loan Processing,listSubmitedLoanRequest(): Set(LoanRequest),results\oclvm_sanity_check_114_strong\use_models\094_LoanProcessingSystem_enterValidatedCreditReferences_listSubmitedLoanRequest.use,results\oclvm_sanity_check_114_strong\use_cmds\094_LoanProcessingSystem_enterValidatedCreditReferences_listSubmitedLoanRequest.cmd,True,1,True,10,4,pass,0,1.2753,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_enterValidatedCreditReferences_listSubmitedLoanRequest.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_enterValidatedCreditReferences_listSubmitedLoanRequest.stderr.txt
95,LoanProcessingSystem_enterValidatedCreditReferences_chooseLoanRequest,Loan Processing,chooseLoanRequest(requestid: Integer): LoanRequest,results\oclvm_sanity_check_114_strong\use_models\095_LoanProcessingSystem_enterValidatedCreditReferences_chooseLoanRequest.use,results\oclvm_sanity_check_114_strong\use_cmds\095_LoanProcessingSystem_enterValidatedCreditReferences_chooseLoanRequest.cmd,True,1,True,10,4,pass,0,1.2728,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_enterValidatedCreditReferences_chooseLoanRequest.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_enterValidatedCreditReferences_chooseLoanRequest.stderr.txt
